gw,player_id,key_player,player_name_label,position_label,is_forward,official_pts,expected_points,observable_points,pred_minutes,act_minutes,played,thin_intl,intl_prior_matches,official_error,model_term,rubric_term,appearance_term,minutes_term,rate_term
1,129096,137453,Josh Adams,Back Three,False,30.0,16.750847433126896,26.0,70.52062153202593,80.0,True,False,46.0,-13.249152566873104,-9.249152566873104,-4.0,0.0,-2.1253712364146407,-8.063201771338294
1,213924,242264,Joseph-Aukuso Suaalii,Centre,False,29.0,13.272214781668065,21.0,74.27084313525744,80.0,True,False,17.0,-15.727785218331935,-7.727785218331935,-8.0,0.0,-1.0003199027743943,-7.031872732542569
1,242406,238928,Warner Dearns,Lock,True,42.0,21.123787152818593,22.0,73.00936858143771,80.0,True,False,32.0,-20.876212847181407,-0.8762128471814066,-20.0,0.0,-1.2915606698075912,-7.219524904395922
1,149676,136190,Luke Jacobson,Loose Forward,True,38.0,22.825660047047084,31.0,72.57574856614684,80.0,True,False,23.0,-15.174339952952916,-8.174339952952916,-7.0,0.0,-1.450062556279516,-15.37485508998243
1,185646,110905,Ben-Jason Dixon,Loose Forward,True,37.0,9.468978912158306,25.0,25.25034396430389,35.0,True,False,7.0,-27.531021087841694,-15.531021087841694,-12.0,0.0,-2.370588999499121,-16.489893112260418
1,142404,209612,Ben Earl,Loose Forward,True,34.0,21.72076282608396,19.0,72.06546504553552,80.0,True,False,54.0,-12.27923717391604,2.720762826083959,-15.0,0.0,-1.7150558048496827,-1.7079387543973827
1,149256,137153,Jasper Wiese,Loose Forward,True,34.0,27.37238915925929,16.0,68.54586635680425,65.0,True,False,42.0,-6.6276108407407115,11.372389159259289,-18.0,0.0,1.1038074047418545,4.234118855196691
1,118614,130487,Nacho Brex,Centre,False,28.0,11.302963718526483,25.0,73.81083036731457,60.0,True,False,52.0,-16.697036281473515,-13.697036281473517,-3.0,0.0,2.0775243152087213,-15.974368984537671
1,193422,240799,Josh Canham,Lock,True,27.0,19.607367303996188,20.0,66.4609826114153,58.0,True,True,4.0,-7.392632696003812,-0.3926326960038118,-7.0,0.0,1.820692808744373,-7.519158500018542
1,206910,206415,Mamoru Harada,Hooker,True,21.0,26.502544874832072,20.0,53.6865082748689,56.0,True,False,12.0,5.502544874832072,6.502544874832072,-1.0,0.0,-0.8656185361183646,0.9530198427147819
1,149694,169055,Jordie Barrett,Centre,False,27.0,20.38037792292101,23.0,73.54393604050345,80.0,True,False,61.0,-6.61962207707899,-2.61962207707899,-4.0,0.0,-1.6928397652419447,-2.0232590524217238
1,169434,202239,Tomas Albornoz,Fly Half,False,28.0,16.57936324831734,19.0,70.94596520578742,80.0,True,False,25.0,-11.420636751682661,-2.420636751682661,-9.0,0.0,-2.0937811297809907,-0.4996855888439625
1,223356,111864,Max Spring,Back Three,False,27.0,12.81671215992136,10.0,74.53645158303858,6.0,True,True,1.0,-14.18328784007864,2.8167121599213605,-17.0,0.0,11.500863032917968,-8.993160915051151
1,213798,142211,George Martin,Lock,True,31.0,14.789986123486665,23.0,63.381804188967266,58.0,True,False,22.0,-16.210013876513337,-8.210013876513335,-8.0,0.0,0.9207201876220659,-13.077347854544058
1,163734,219485,Ryan Lonergan,Scrum Half,False,27.0,12.92177085514808,17.0,68.90875147318954,33.0,True,False,7.0,-14.07822914485192,-4.078229144851919,-10.0,0.0,6.597263361938604,-10.937141169986878
1,216096,229297,Ruben Love,Fly Half,False,27.0,15.682370454066213,20.0,73.76393886966268,80.0,True,False,5.0,-11.317629545933787,-4.317629545933787,-7.0,0.0,-1.2882631839859096,-3.4733732455733595
1,173826,188103,Pita Gus Sowakula,Loose Forward,True,40.0,17.009051101210435,16.0,66.00929790987213,58.0,True,False,5.0,-22.990948898789565,1.009051101210435,-24.0,0.0,1.4454038410622716,-5.532987319864826
1,207228,194110,Rodrigo Isgro,Back Three,False,25.0,14.445094467816832,19.0,72.04753452058902,45.0,True,False,17.0,-10.554905532183168,-4.554905532183168,-6.0,0.0,5.333650643321593,-10.126204912807527
1,231714,236602,Tommaso di Bartolomeo,Hooker,True,13.0,22.551243223687496,24.0,56.408050124590325,47.0,True,False,10.0,9.551243223687496,-1.4487567763125035,11.0,0.0,3.1161553448533366,-8.432555176837516
1,226818,229557,Tommaso Menoncello,Centre,False,24.0,17.69927096964496,11.0,72.04901651410385,80.0,True,False,39.0,-6.30072903035504,6.69927096964496,-13.0,0.0,-1.936996979469685,8.489382493681465
1,187422,141860,Ewan Ashman,Hooker,True,16.0,35.23831085165813,14.0,62.04387318470963,60.0,True,False,36.0,19.238310851658127,21.238310851658127,-2.0,0.0,0.9067061090056342,12.617290616328953
1,198696,173801,Alex Coles,Lock,True,30.0,18.19461932965726,26.0,69.79793455417155,74.0,True,False,19.0,-11.805380670342739,-7.805380670342739,-4.0,0.0,-0.6616444045290478,-14.348185775222607
1,130242,104572,Thomas du Toit,Prop,True,23.0,15.36466993854765,22.0,57.8296824413184,49.0,True,False,20.0,-7.6353300614523505,-6.6353300614523505,-1.0,0.0,1.3964108254870047,-14.250669160119134
1,203034,156253,Paolo Garbisi,Fly Half,False,24.0,11.667583608188767,17.0,69.38313554813536,80.0,True,False,52.0,-12.332416391811233,-5.332416391811233,-7.0,0.0,-1.7678881313040662,-3.6786421597870462
1,241614,238629,Peter Lakai,Loose Forward,True,28.0,22.7008801469773,16.0,73.80292340323558,53.0,True,False,8.0,-5.299119853022699,6.700880146977301,-12.0,0.0,4.500752753977593,-4.533347388871745
1,224352,132322,Killian Tixeront,Loose Forward,True,26.0,8.685756659226524,14.0,22.696844759951844,25.0,True,True,4.0,-17.314243340773476,-5.314243340773476,-12.0,0.0,-0.633674998538445,-7.121664276903067
1,201978,198565,Cian Prendergast,Loose Forward,True,30.0,23.650207335056663,28.0,72.85305944699087,51.0,True,False,10.0,-6.349792664943337,-4.349792664943337,-2.0,0.0,5.444418315689127,-15.29398349125072
1,176652,119132,Aaron Wainwright,Loose Forward,True,26.0,28.713234418312165,15.0,73.73589591697294,72.0,True,False,45.0,2.7132344183121653,13.713234418312165,-11.0,0.0,0.5113299905401579,6.208506200700602
1,196152,222388,Yoram Moefana,Centre,False,22.0,17.810435554864405,20.0,74.25978401803548,80.0,True,False,39.0,-4.189564445135595,-2.189564445135595,-2.0,0.0,-1.3536128765313533,-1.135025151885041
1,130290,196773,Pierre Schoeman,Prop,True,22.0,12.485417012293645,20.0,53.182395449251516,60.0,True,False,54.0,-9.514582987706355,-7.514582987706355,-2.0,0.0,-1.0392440460351484,-10.853878030332051
1,136596,210801,Scott Cummings,Lock,True,28.0,14.321120406613876,28.0,67.18354855318955,80.0,True,False,41.0,-13.678879593386124,-13.678879593386124,0.0,0.0,-1.753511021283231,-17.054623872696883
1,186162,100043,Maxime Lucu,Scrum Half,False,22.0,17.998748334538575,21.0,70.77536301009557,75.0,True,False,33.0,-4.0012516654614245,-3.0012516654614245,-1.0,0.0,-1.0451432848725881,-2.4455664349950648
1,197832,229303,Sam Darry,Lock,True,30.0,22.043581712071873,20.0,73.2907422118961,80.0,True,False,9.0,-7.956418287928127,2.043581712071873,-10.0,0.0,-1.2135933189281682,-5.529328491983413
1,120234,105949,Damian de Allende,Centre,False,35.0,24.422416759323447,19.0,73.82212842495066,80.0,True,False,48.0,-10.577583240676553,5.422416759323447,-16.0,0.0,-2.013342031112159,7.071659232846136
1,128628,133163,Tomos Williams,Scrum Half,False,20.0,12.88921214137649,4.0,63.628644112109846,80.0,True,False,54.0,-7.11078785862351,8.88921214137649,-16.0,0.0,-3.196374871462251,11.619353184187272
1,161856,159599,Matt Fagerson,Loose Forward,True,25.0,22.776715247502132,16.0,73.58087831825928,80.0,True,False,58.0,-2.223284752497868,6.776715247502132,-9.0,0.0,-1.3649971668201037,1.0116378470014928
1,214050,226185,Kitione Salawa,Loose Forward,True,38.0,21.532529419830556,2.0,72.53578150293481,80.0,True,False,13.0,-16.467470580169444,19.532529419830556,-36.0,0.0,-1.6514691073369072,15.70011537562828
1,162870,119955,Rhys Carre,Prop,True,20.0,14.314146347014397,20.0,52.32624377368994,46.0,True,False,19.0,-5.685853652985603,-5.685853652985603,0.0,0.0,1.0468179799635078,-12.388275128033111
1,164268,210952,Tate McDermott,Scrum Half,False,20.0,6.023849007634688,16.0,22.78700263327983,47.0,True,False,50.0,-13.976150992365312,-9.976150992365312,-4.0,0.0,-6.164866175573497,-4.033339868520255
1,171126,202316,Frank Lomani,Scrum Half,False,22.0,11.565466893323558,14.0,64.79654814198537,55.0,True,False,29.0,-10.434533106676442,-2.434533106676442,-8.0,0.0,1.63069666901821,-4.844906236756848
1,130530,196669,Zander Fagerson,Prop,True,19.0,7.220429440516721,12.0,29.666792391834452,67.0,True,False,51.0,-11.779570559483279,-4.779570559483279,-7.0,0.0,-6.044267731688464,-1.1526615587525197
1,124308,113000,Jack Dempsey,Loose Forward,True,24.0,20.792251695159447,19.0,69.05442242547251,60.0,True,False,33.0,-3.2077483048405533,1.7922516951594467,-5.0,0.0,2.077041929551459,-5.2362821263462305
1,175848,103821,Eroni Mawi,Prop,True,19.0,13.155162957868905,6.0,53.18178935364833,55.0,True,False,37.0,-5.844837042131095,7.155162957868905,-13.0,0.0,-0.2750483983939792,2.3200821324103647
1,169530,182760,Mayco Vivas,Prop,True,19.0,12.410589232211313,13.0,52.7611931411129,46.0,True,False,32.0,-6.589410767788687,-0.5894107677886868,-6.0,0.0,0.9505282112974268,-6.533050039081624
1,263268,240478,Gregor Hiddleston,Hooker,True,15.0,13.030026757476923,22.0,24.521875227794986,20.0,True,True,0.0,-1.9699732425230767,-8.969973242523077,7.0,0.0,1.7944915707745934,-14.06306463414009
1,128574,182170,Ryan Elias,Hooker,True,15.0,14.454377455992415,17.0,28.63495899165983,18.0,True,False,34.0,-0.5456225440075855,-2.5456225440075855,2.0,0.0,4.169817813362241,-9.942453214969472
1,359274,246851,Toms Rapetti,Prop,True,19.0,5.645797573814438,19.0,21.60647291361729,34.0,True,True,3.0,-13.354202426185562,-13.354202426185562,0.0,0.0,-1.7976792516842193,-14.068305081253278
1,230898,233237,Immanuel Feyi-Waboso,Back Three,False,18.0,14.453743480465247,16.0,70.33268405221294,80.0,True,False,14.0,-3.5462565195347526,-1.5462565195347526,-2.0,0.0,-1.960258189005699,0.22173682617187107
1,153066,190708,Harry Wilson,Loose Forward,True,22.0,21.13658676097844,22.0,73.03648692408944,80.0,True,False,36.0,-0.8634132390215612,-0.8634132390215612,0.0,0.0,-1.4144421277912234,-5.750246608318233
1,242478,244767,Oscar Jegou,Loose Forward,True,24.0,21.53803019779464,12.0,67.49859289056901,80.0,True,False,13.0,-2.4619698022053598,9.53803019779464,-12.0,0.0,-2.931143343289065,6.757205921741903
1,185478,165591,Mateo Carreras,Back Three,False,18.0,13.586678452606206,12.0,72.1074552812806,80.0,True,False,33.0,-4.413321547393794,1.5866784526062059,-6.0,0.0,-1.462072691810701,2.819784937985654
1,234816,240452,Cameron Hanekom,Loose Forward,True,19.0,28.088540903814156,17.0,68.4271217709746,45.0,True,True,1.0,9.088540903814156,11.088540903814156,-2.0,0.0,7.572888694565101,-2.453612501487727
1,346278,244984,Agustin Moyano,Scrum Half,False,18.0,4.270686412173552,18.0,13.541762336156816,14.0,True,False,8.0,-13.729313587826448,-13.729313587826448,0.0,0.0,-0.11536155243954879,-14.475493261273293
1,342540,246824,Zac Porthen,Prop,True,18.0,8.504687427017355,9.0,23.324553153414897,31.0,True,True,3.0,-9.495312572982645,-0.49531257298264464,-9.0,0.0,-1.5760172764319853,-2.6346982076843664
1,196176,102468,Ethan de Groot,Prop,True,18.0,14.006726520837907,13.0,59.44855152611262,53.0,True,False,40.0,-3.9932734791620934,1.0067265208379066,-5.0,0.0,0.8858981397839004,-5.7188917978839235
1,218742,144635,Ollie Chessum,Lock,True,27.0,17.77256232187783,12.0,73.88746933201539,80.0,True,False,41.0,-9.227437678122168,5.772562321877832,-15.0,0.0,-0.893410515092034,-0.30716030895133895
1,220962,197546,Joe Hawkins,Centre,False,17.0,14.510746583370524,15.0,74.26293718895202,80.0,True,False,11.0,-2.4892534166294755,-0.4892534166294755,-2.0,0.0,-1.0982309433984676,0.31419096592189394
1,208140,128750,Andrea Zambonin,Lock,True,31.0,16.048304480047026,11.0,72.46578001166841,80.0,True,False,18.0,-14.951695519952974,5.048304480047026,-20.0,0.0,-1.03005163037492,-0.06268591073598237
1,169128,152990,Temo Mayanavanua,Lock,True,35.0,15.6089025245003,12.0,70.89066135421479,80.0,True,False,34.0,-19.3910974754997,3.6089025245002997,-23.0,0.0,-1.25376460622661,-0.9891931348345478
1,220296,222920,Gregor Brown,Lock,True,21.0,10.075830622161192,19.0,22.066377831209696,32.0,True,False,18.0,-10.924169377838808,-8.924169377838808,-2.0,0.0,-2.920449761189218,-9.592113252336864
1,118428,171003,Pieter-Steph du Toit,Loose Forward,True,26.0,23.99483021973859,11.0,71.12838508984922,80.0,True,False,38.0,-2.0051697802614115,12.994830219738589,-15.0,0.0,-2.2054165537184067,8.887396610914651
1,124026,110910,Jesse Kriel,Centre,False,16.0,22.565672808647804,19.0,74.56895979632274,80.0,True,False,43.0,6.565672808647804,3.565672808647804,3.0,0.0,-1.60127820377259,4.587057266685583
1,155892,222623,Tom Curry,Loose Forward,True,20.0,18.4057348602796,14.0,63.37326727048523,54.0,True,False,50.0,-1.5942651397203988,4.405734860279601,-6.0,0.0,1.8896500712170976,-3.11360351720336
1,178848,212902,Dewi Lake,Hooker,True,5.0,30.615175791008276,16.0,55.266739768358526,62.0,True,False,31.0,25.615175791008276,14.615175791008276,11.0,0.0,-3.011186563213005,11.727068388338981
1,61134,160801,Jamie George,Hooker,True,8.0,22.54314894570418,17.0,56.147115444433986,55.0,True,False,61.0,14.543148945704178,5.5431489457041785,9.0,0.0,0.36545494729182504,0.5222312615346281
1,232110,235183,Alex Mann,Loose Forward,True,19.0,20.92936704264625,6.0,64.9258556052594,4.0,True,False,16.0,1.9293670426462484,14.929367042646248,-13.0,0.0,13.847546750222497,-5.0908591032391115
1,411264,250879,Pedro Delgado,Prop,True,16.0,10.420346752756014,5.0,52.41881386073215,46.0,True,False,9.0,-5.579653247243986,5.420346752756014,-11.0,0.0,0.7629118155069292,0.46735647344598463
1,192666,146815,Angus Bell,Prop,True,15.0,14.06148602056141,14.0,52.98815536227972,54.0,True,False,48.0,-0.9385139794385893,0.061486020561410726,-1.0,0.0,-0.17719756531459602,-4.543342159180963
1,206700,116876,Fletcher Newell,Prop,True,15.0,15.000637771175759,12.0,55.18821312471218,53.0,True,False,35.0,0.0006377711757590276,3.000637771175759,-3.0,0.0,0.33391813756309213,-3.912277149342245
1,142194,135572,Jack Cornelsen,Lock,True,28.0,18.328421900254398,10.0,69.50428797124327,80.0,True,False,29.0,-9.671578099745602,8.328421900254398,-18.0,0.0,-1.9285076180113607,4.69939428770553
1,215232,246864,Isaiah Armstrong-Ravula,Fly Half,False,15.0,11.42525544381136,12.0,67.32770843261366,76.0,True,False,18.0,-3.574744556188641,-0.5747445561886408,-3.0,0.0,-1.4505134697451085,0.7116371542674227
1,142476,188057,Ben White,Scrum Half,False,15.0,11.919774630996805,15.0,60.99142023167131,60.0,True,False,39.0,-3.0802253690031947,-3.0802253690031947,0.0,0.0,0.18639841207735927,-3.7193095648371095
1,197892,243190,Blair Murray,Back Three,False,15.0,15.283434549853217,13.0,74.11489719748502,80.0,True,False,16.0,0.2834345498532169,2.283434549853217,-2.0,0.0,-1.1770036198435392,2.999769714684343
1,371544,251359,Yuya Hirose,Centre,False,15.0,12.034252641704581,17.0,70.25959274114683,80.0,True,False,5.0,-2.9657473582954186,-4.965747358295419,2.0,0.0,-1.6328583939805628,-3.588992837058725
1,206712,136509,Fergus Burke,Fly Half,False,15.0,8.423499285489587,7.0,20.950459505538547,14.0,True,False,5.0,-6.576500714510413,1.4234992854895872,-8.0,0.0,2.4489961362658814,-2.067096516366835
1,227256,233260,Shuhei Takeuchi,Prop,True,15.0,18.039750934391474,8.0,53.61808671857802,56.0,True,False,24.0,3.039750934391474,10.039750934391474,-7.0,0.0,-0.4996478139849882,3.7469757616261217
1,193938,131550,Takato Okabe,Prop,True,15.0,12.44078424110342,10.0,56.919724453303154,59.0,True,False,8.0,-2.5592157588965794,2.4407842411034206,-5.0,0.0,-0.2693552207186576,-2.360647584578519
1,243102,237803,Kalaveti Ravouvou,Back Three,False,14.0,6.086032430449173,8.0,21.82732016137005,52.0,True,False,15.0,-7.913967569550827,-1.9139675695508274,-6.0,0.0,-8.10818566048503,5.973755616013139
1,136878,193134,Nick Timoney,Loose Forward,True,14.0,8.460401301338702,14.0,24.411494031183487,29.0,True,False,11.0,-5.5395986986612975,-5.5395986986612975,0.0,0.0,-1.2305357853483319,-6.222841592095437
1,149754,103703,Harry Hockings,Lock,True,21.0,19.889344443189938,14.0,72.40351304491396,59.0,True,True,2.0,-1.1106555568100624,5.8893444431899376,-7.0,0.0,2.420324573681238,-3.3461401224674496
1,178824,189190,Maxime Lamothe,Hooker,True,8.0,23.57363838952475,16.0,55.90056514009148,62.0,True,True,3.0,15.57363838952475,7.573638389524749,8.0,0.0,-2.1977918390939517,6.3402818709451205
1,144684,107059,Marco Riccioni,Prop,True,14.0,10.188955456454934,12.0,52.57518742599087,60.0,True,False,26.0,-3.8110445435450657,-1.8110445435450657,-2.0,0.0,-0.8650643203417009,-5.009404789261117
1,421050,255396,Malik Faissal,Back Three,False,14.0,11.963187792919486,7.0,73.88942301929352,80.0,True,True,0.0,-2.036812207080514,4.963187792919486,-7.0,0.0,-0.9709112130683116,5.711221426505072
1,197916,111475,Josh Lord,Lock,True,24.0,20.557494959966053,12.0,67.2363577943678,68.0,True,False,12.0,-3.4425050400339465,8.557494959966053,-12.0,0.0,-0.14452452651343947,0.8694665255934524
1,164220,120191,Michele Lamaro,Loose Forward,True,17.0,20.461428379423996,17.0,71.77556257553525,80.0,True,False,54.0,3.461428379423996,3.461428379423996,0.0,0.0,-1.5265358980166053,-2.1512187960654146
1,185688,225264,Ruan Nortje,Lock,True,24.0,21.870084663910955,14.0,70.67951915721014,80.0,True,False,18.0,-2.129915336089045,7.870084663910955,-10.0,0.0,-1.7487422578569383,1.0098887587734702
1,142356,177559,Alex Mitchell,Scrum Half,False,13.0,4.333205307750032,4.0,22.227315912791454,26.0,True,False,40.0,-8.666794692249969,0.3332053077500321,-9.0,0.0,-0.7177647947871393,0.9465802683398737
1,150960,140735,Naoto Saito,Scrum Half,False,13.0,9.638748487165085,14.0,64.07276958553241,74.0,True,False,27.0,-3.361251512834915,-4.361251512834915,1.0,0.0,-1.4533839355362088,-3.1661211899605592
